title,soup
Rotor DR1, christiankapper nataliewelch tome.nicholson chadkapper sciencefiction family
12 Angry Men,judge jurors sultriness henryfonda martinbalsam johnfiedler sidneylumet drama
My Dog Tulip,humananimalrelationship dog germanshepherd christopherplummer lynnredgrave isabellarossellini paulfierlinger animation comedy drama
It Happened One Night,miami referencetothebigbadwolf reporter clarkgable claudettecolbert walterconnolly frankcapra comedy romance
Dogtooth,malenudity femalenudity hostage hristospassalis angelikipapoulia marytsoni yorgoslanthimos drama
Tupac: Resurrection,rapmusic hip-hop blunt tupacamarushakur laurenlazin music documentary
Tumbleweeds,independentfilm janetmcteer kimberlyj.brown jenniferpaige gavino'connor comedy drama
The Prophecy,angel archangelgabriel menschheit christopherwalken eliaskoteas virginiamadsen gregorywiden fantasy horror thriller
When the Cat's Away,paris cat garanceclavel zinedinesoualem renéelecalm cédricklapisch comedy
Pieces of April,sex thanksgiving roadtrip katieholmes derekluke patriciaclarkson peterhedges comedy drama
The Big Swap, markadams markcaven allisonegan nialljohnson 
Old Joy,womandirector daniellondon willoldham tanyasmith kellyreichardt drama
Wendy and Lucy,usa friendship survival michellewilliams willpatton willoldham kellyreichardt drama
3 Backyards,independentfilm ediefalco embethdavidtz eliaskoteas ericmendelsohn drama
Pierrot le Fou,paris painting independentfilm jean-paulbelmondo annakarina graziellagalvani jean-lucgodard drama thriller
Sisters in Law,womandirector  kimlonginotto documentary
Ayurveda: Art of Being,philosophy india healing  pannalin documentary
Nothing But a Man, ivandixon abbeylincoln juliusharris michaelroemer drama
"First Love, Last Rites",sex misfit boring giovanniribisi natashagregsonwagner donallogue jesseperetz drama
Fighting Tommy Riley,boxer massage unrequitedlove j.p.davis eddiejones christinachambers eddieo'flaherty action adventure drama
Royal Kill,bodyguard princess femaleassassin patmorita ericroberts gailkim babarahmed action thriller
The Looking Glass, dorothytristan jacecasey jacecasey johnd.hancock 
Death Race 2000,dystopia streetrace realityspoof davidcarradine simonegriffeth sylvesterstallone paulbartel action comedy sciencefiction
Locker 13,terror anthology suspense rickyschroder jongries tatyanaali jasonmarsden horror drama thriller
Midnight Cabaret, lisahartcarroll michaeldesbarres pauldrake pecedingo horror
Anderson's Cross,comingofage joannacassidy joyceguy billmoseley jeromeelstonscott romance comedy drama
Bizarre, pierreprieur adrianjames raquelnave étiennefaure drama romance
Graduation Day,slasher christophergeorge billyhufsey patchmackenzie herbfreed horror
Some Guy Who Kills People, kevincorrigan barrybostwick karenblack jackperez comedy horror thriller
Compliance, anndowd dreamawalker pathealy craigzobel drama thriller crime
Chasing Amy,newjersey comingout loveofone'slife benaffleck joeylaurenadams jasonlee kevinsmith comedy drama romance
Lovely & Amazing,womandirector catherinekeener brendablethyn emilymortimer nicoleholofcener comedy drama romance
Death Calls,   
Better Luck Tomorrow, parryshen jasontobin sungkang justinlin crime drama
The Incredibly True Adventure of Two Girls In Love,lesbianrelationship independentfilm lesbianinterest laurelholloman maggiemoore katestafford mariamaggenti comedy drama romance
Chuck & Buck,gay independentfilm mentallyhandicappedman mikewhite chrisweitz lupeontiveros miguelarteta comedy drama
American Desi,tradition indianlead roommate kalpenn purvabedi deepkatdare piyushdinkerpandya drama comedy romance
Amidst the Devil's Wings,   drama action crime
Cube,riddle autism claustrophobia nicoledeboer nickyguadagni davidhewlett vincenzonatali thriller sciencefiction mystery
Love and Other Catastrophes,independentfilm womandirector mattday matthewdyktynski alicegarner emma-katecroghan comedy romance
I Married a Strange Person!, charismichelsen tomlarson richardspore billplympton drama comedy animation
November,posttraumaticstressdisorder photographer lossoflover courteneycox jameslegros michaelealy gregharrison drama mystery thriller
Like Crazy,chair customs studentvisa antonyelchin felicityjones jenniferlawrence drakedoremus drama romance
Teeth and Blood, glennplummer michellevanderwater daniellevega  horror
Sugar Town,womandirector johntaylor michaeldesbarres martinkemp allisonanders comedy
The Motel, jeffreychyau sungkang jadewu michaelkang drama comedy
The Canyons,sex adultery jealousy lindsaylohan jamesdeen gusvansant paulschrader thriller drama
On the Outs,prison drugdealer singlemother judymarte paolamendoza flaconavaja lorisilverbush drama
Shotgun Stories,brotherbrotherrelationship lossoffather arkansas michaelshannon glendapannell lynnseeprovence jeffnichols drama thriller
Exam,gun room suspicion lukemably adarbeck chriscarey stuarthazeldine thriller mystery
The Sticky Fingers of Time,future bisexuality timetravel terumimatthews nicolezaray belindabecker hilarybrougher sciencefiction drama
Sunday School Musical,highschool womandirector chrischatman candiselakota krystleconnor rachelgoldenberg music
Rust, corbinbernsen frankgallacher lloydwarner corbinbernsen drama
Ink,supernatural fatherdaughterrelationship incubus chriskelly jessicaduffy quinnhunchar jaminwinans action fantasy
The Christmas Bunny, sophiebolen madelinevail colbyfrench tomseidman drama family
Butterfly,nudity seduction stacykeach piazadora orsonwelles mattcimber crime drama
UnDivided,   
The Frozen,bickering accident denialofdeath britmorgan noahsegan andrewhyatt horror thriller
Horse Camp,horse teenagegirl jordantrovillion deancain sherryldespres joelpaulreisig family drama
Give Me Shelter,helpinganimals katiecleary robertdavi caroledavis kristinrizzo documentary
The Big Parade,worldwari silentfilm johngilbert renéeadorée hobartbosworth kingvidor drama romance war
Little Big Top,independentfilm sidhaig richardriehle melengland  comedy
Along the Roadside,roadmovie michaelmadsen imancrosson lazarristovski zoranlisinac romance comedy music
Bronson,prison isolation tomhardy mattking jameslance nicolaswindingrefn drama action crime
Western Religion, petershinkoda meriktadros petersherayko jameso'brien western
Burn,"michigan crisis firefighting donaldaustin brendan""doogie""milewski daveparnell tomputnam foreign documentary"
Urbania, danfutterman mattkeeslar samuelball jonmatthews romance drama
The Stewardesses,femalenudity lesbian eroticmovie christinahart ronaldsouth williamcondos alsillimanjr. comedy
"The Beast from 20,000 Fathoms",monster atomicbomb lighthouse paulhubschmid paularaymond cecilkellaway eugènelourié adventure horror sciencefiction
Mad Max,chain baby bridge melgibson joannesamuel hughkeays-byrne georgemiller adventure action thriller
Swingers,independentfilm stuffedanimal hollywood jonfavreau vincevaughn ronlivingston dougliman comedy romance
A Fistful of Dollars,gangwar victimofmurder greed clinteastwood mariannekoch gianmariavolonté sergioleone western
She Done Him Wrong,singer nightclubowner maewest carygrant owenmoore lowellsherman comedy
Short Cut to Nirvana: Kumbh Mela,   
The Grace Card,"family'sdailylife bible platoniclove michaeljoiner michaelhiggenbottom louisgossett,jr. davidevans drama"
Middle of Nowhere,prison womandirector davidoyelowo mayagilbert sharonlawrence avaduvernay drama
Three,sex bisexual science sophierois sebastianschipper devidstriesow tomtykwer romance drama comedy
The Business of Fancydancing,independentfilm evanadams michellest.john genetagaban shermanalexie music drama
Call + Response,  justindillon documentary
Malevolence,hostage psychopath abandonedhouse samanthadark heathermagee richardglover stevanmena crime horror thriller
Reality Show,wifehusbandrelationship reality realitytv adamrifkin kelleymenighanhensley kendrasuewaldman adamrifkin 
Super Hybrid, shannonbeckner odedfehr ryankennedy ericvalette horror
Baghead,mumblecore mumblegore rosspartridge stevezissis gretagerwig jayduplass drama comedy horror
American Beast,terror horror fear arminhabibovich victorialachelle livingstonoden livingstonoden horror
The Case of the Grinning Cat,  chrismarker documentary
Ordet,faith independentfilm religion birgittefederspiel prebenlerdorffrye henrikmalberg carltheodordreyer drama
Good Dick,sexuality roommate misfit mariannapalka jasonritter ericedelstein mariannapalka comedy drama romance
The Man from Earth,philosophy secret birthday davidleesmith tonytodd johnbillingsley richardschenkman sciencefiction drama
The Trials Of Darryl Hunt,womandirector  rickistern documentary
Samantha: An American Girl Holiday, miafarrow annasophiarobb oliviaballantyne nadiatass drama family
Yesterday Was a Lie,independentfilm chasemasterson johnnewton kipleighbrown jameskerwin drama mystery sciencefiction
Theresa Is a Mother, ediemcclurg c.fraserpress richardpoe darrenpress music comedy drama
H.,womandirector robinbartlett rebeccadayan willjanowitz raniaattieh thriller drama sciencefiction
Archaeology of a Woman,womandirector sallykirkland victoriaclark jamesmurtaugh sharongreytak drama
Children of Heaven,brothersisterrelationship class footrace mohammadamirnaji amirfarrokhhashemian bahareseddiqi majidmajidi drama comedy family
Weekend,gay greatbritain one-nightstand tomcullen chrisnew jonathanrace andrewhaigh drama romance
She's Gotta Have It,independentfilm lesbian tracycamillajohns tommyredmondhicks johncanadaterrell spikelee comedy romance
Butterfly Girl,womandirector  carybell documentary
The World Is Mine, anamariaguran iuliaciochina oanarusu nicolaeconstantintanase drama
Another Earth,earth tragedy janitor williammapother britmarling matthew-leeerlbach mikecahill drama sciencefiction
Sweet Sweetback's Baadasssss Song,mexico blackpeople pimp simonchuckster melvinvanpeebles hubertscales melvinvanpeebles action drama romance
Perfect Cowboy, kenroht jeffreywatkins williamnicol kenroht drama
Tadpole,independentfilm aaronstanford katemara bebeneuwirth garywinick comedy drama romance
Once,rockandroll pop irland glenhansard markétairglová hughwalsh johncarney drama music romance
The Woman Chaser,charleswilleford usedcarsalesman patrickwarburton eugeneroche ronmorgan robinsondevor drama
The Horse Boy,autism independentfilm simonbaron-cohen templegrandin royrichardgrinker michelo.scott documentary
When the Lights Went Out,newspaper exorcism poltergeist kateashfield johartley martincompston patholden thriller drama horror
Heroes of Dirt,bmx joelmoody williammartinez viviennevanhorn ericbugbee action drama
A Charlie Brown Christmas,holiday christmas annaltieri chrisdoran sallydryer billmelendez animation family comedy
Antarctic Edge: 70° South,womandirector  denaseidel documentary
Aroused,pornography interview biography lisaann kaydenkross belladonna deborahanderson documentary
Top Spin,competition pingpong documentary  saranewens documentary
Roger & Me,capitalism economics unemployment michaelmoore rogerb.smith rhondabritton michaelmoore documentary history
An American in Hollywood, j.d.williams hassanjohnson anilraman saivaradan 
Sound of My Voice,journalist independentfilm handclappinggame britmarling christopherdenham nicolevicius zalbatmanglij sciencefiction drama mystery
The Blood of My Brother: A Story of Death in Iraq,   
Your Sister's Sister,sistersisterrelationship secret romance markduplass emilyblunt rosemariedewitt lynnshelton drama comedy
A Dog's Breakfast,independentfilm davidhewlett katehewlett paulmcgillion davidhewlett comedy
The Married Woman,sandstorm woman godard machaméril bernardnoël philippeleroy jean-lucgodard drama romance
The Birth of a Nation,slavery nateparker armiehammer ajanaomiking nateparker drama
The Work and The Story, kirbyheyborne christopherrobinmiller ericartell nathansmithjones comedy
Facing the Giants,christian sport aftercreditsstinger jamesblackwell alexkendrick shannenfields alexkendrick drama
The Gallows,gallows highschool tragedy cassidygifford ryanshoos pfeiferbrown traviscluff horror thriller
Eraserhead,baby mutant claustrophobia jacknance charlottestewart allenjoseph davidlynch drama fantasy horror
Hollywood Shuffle,blackpeople ethnicstereotype roberttownsend craigusr.johnson helenmartin roberttownsend comedy
The Mighty,ohio comingofage disabled sharonstone eldenhenson kieranculkin peterchelsom comedy drama
Penitentiary,prison boxing wilbur'hi-fi'white leonisaackennedy thommypollard jamaafanaka action drama
The Lost Skeleton of Cadavra,monster mutant skeleton faymasterson andrewparks susanmcconnell larryblamire comedy horror sciencefiction
Dude Where's My Dog?, gabrielacastillo trishcook alexanderg.eckert stephenlangford family
Cheap Thrills,suspense mumblegore pathealy ethanembry sarapaxton e.l.katz drama comedy crime
Indie Game: The Movie,games womandirector programmers jonathanblow philfish edmundmcmillen lisannepajot documentary
Straightheads,londonengland countryside rape gilliananderson dannydyer adamrayner danreed thriller
